Author,ID,PubDate,elecyear,conflict,Source,Service,letter_ed,online_only,AuthSex,Title,Thesis,AuthRank,Topic,Leg_Act,Crit_Insub,Issue_Area,Endorse_Partisan,Role,Details,Inst_Cred_Gallup,Congress,congress_yr,party.mean.diff.d1.house,party.mean.diff.d1.senate,dem_diff_aff,rep_diff_aff,aff_polar_alt,House_Dem_mean_nom1,House_Dem_sd_nom1,House_Rep_mean_nom1,House_Rep_sd_nom1,Sen_Dem_mean_nom1,Sen_Dem_sd_nom1,Sen_Rep_mean_nom1,Sen_Rep_sd_nom1,House_Dem_mean_nom2,House_Dem_sd_nom2,House_Rep_mean_nom2,House_Rep_sd_nom2,Sen_Dem_mean_nom2,Sen_Dem_sd_nom2,Sen_Rep_mean_nom2,Sen_Rep_sd_nom2
"Peters, Ralph",1,1999-09-09,0,0,WSJ,Army,,,M,Empires' End in East Timor - and Beyond,"What is to be done?...First, Washington must take a long term view of global change…Second, the US must align itself with forces of popular change, abandoning its reflexive commitment to the forces of reaction. ",5,ForeignPolicy,,,,,,,68,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Odom, William",1,1999-10-01,0,0,NYT,Army,,,M,Russia's Next Blunder,"Some leaders in Moscow, generals as well as nationalist politicians, may see the war as a chance to reassert Russian control over the entire Caucasus. ",9,ForeignPolicy,,,,,,,68,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"McFarlane, Robert ",0,1999-10-14,0,0,NYT,Marine Corps,,,M,The Uses of a Coup,"The world has a huge stake in restraining the cetrifugal forces at play in both India and Pakistan. But if efforts to help are to be taken seriously, they must involve a genuine long-term commitment by the great powers, backed by financial resources, to bring these two enemies to a modus-vivendi. ",5,ForeignPolicy,,,,,,,68,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Odom, William",1,1999-11-22,1,0,WSJ,Army,,,M,Clinton's Quids Don't Produce Russian Quos,"Russia simply is not on the path to liberal democracy or to an effective market economy. Periodic assertions that the Russian economy is ""on the mend"" or that ""progress toward democracy"" may be slow but is continuing, or that ""polarized politics"" is a thing of the past are simply misleading. Mr. Clinton needs to ask his Russia experts some tough questions.",9,ForeignPolicy,,,,,,,68,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Stockdale, James",1,1999-11-26,1,0,NYT,Navy,,,M,John McCain in the Crucible,…I think John McCain is solid as a rock. And I consider it blasphemy to smudge the straight-arrow prisoner of war record of a man who was near death when he arrived in Hoa Loa Prison in 1967…,9,Support,,,,,,,68,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Mundy, Carl",1,1999-12-17,1,0,NYT,Marine Corps,,,M,Playing Politics at the Military's Expense,"My judgement is that [don't ask, don't tell] can't be walked back, and that the policy is an acceptable compromise that's working acceptably. It should not be tampered with to meet a political agenda. ",10,SocialPolicy,,,,,,,68,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Mariner, Rosemary",1,2000-01-09,1,0,WaPO,Navy ,,,F,Adm. Zumwalt Changed My Life,"Like many wonderful but human institutions, the Navy would never have altered course toward racial equality nor manned the fleet with the best-qualified male and female citien-sailors under its own momentum…Cheers and thanks, Admiral",6,Support,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Krulak, Charles",1,2000-01-12,1,0,WSJ,Marine Corps,,,M,Don't Politicize the Joint Chiefs,"As a former member of the Joint Chiefs and the father of a son now serving his nation in the military, I am extremely concerned at the prospect of a president who would use a social or political issue as a measure of an officer's fitness to serve at the highest levels. While Mr. Gore is now rapidly backpedaling, I believe we already have the true measure of his attitude.",10,CivMilBalance,,,,1,,The author is revealing an evaluation of a Partisan presidential candidate. ,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Davis, M. Thomas",1,2000-01-16,1,0,WaPO,Army,,,M,Operation Dire Straits; Here's Why the Military is Failing to Attract the Right Recruits,"For nearly 30 years since the United States began relying on volunteers to fill the ranks of the armed forces, the military recruiter's job has been a tough one. Now that uphill battle is becoming a losing battle as the force struggles to recruit enough people -- and comes up short. And the problem is only getting worse. ",6,SocialPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Odom, William",1,2000-01-28,1,0,WSJ,Army,,,M,Why the Chechens Are Winning,"Given Mr. Putin's efforts to diffuse Western outrage -- persuading the Council of Europe not to expel Russia and sending his spin master, Valentin Yumashev, to the U.S. -- the West has more influence on, and more complicity in, the outcome of this war than it wants to believe. Now is the time to act.",9,Warfighting,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Scott, James",1,2000-01-30,1,0,WaPO,Army,,,M,"Sticking Point; In Defending Its Troops Against Anthrax, The Pentagon Has Injected Distrust Instead",I do not agree with those who say that refusal to take the vaccine should result in a court martial. Nor do I agree with those who suggest that a commander who cannot get his subordinates to take the anthrax shots will not be able to get them to fight. This is a false test.  ,9,ServiceCulture,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"McFarlane, Robert",0,2000-05-04,1,0,NYT,Marine Corps,,,M,"Missile Defense, Then and Now","As President Bill Clinton prepares to decide whether to deploy a ballistic missile defense system or to wait for further testing to be completed, it may be useful to recall the history that brought us to this point.",5,ForeignPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Sinnreich, Richard",1,2000-07-09,1,0,WaPO,Army,,,M,Honoring Uncommon Valor,"But every veteran knows how haphazard is the mere recognition of such conduct, let alone its comparative appaisal. For every award however justly earned, equally deserving conduct frequently is overlooked and undervalued. ",6,Support,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Sinnreich, Richard",1,2000-07-24,1,0,WaPO,Army,,,M,Don't Discount Cold War Lessons,"Today's military planners need to recapture that balance, which to some extent has been lost since the Gulf War. War remains a contest less of machines than of competing minds and wills. The technology has yet to be devised that a determined enemy cannot outfit.",6,Warfighting,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Crowe, William",1,2000-08-07,1,0,WaPO,Navy,,,M,Still Not Safe Overseas: How Our Embassies Can Be Better Protected,"But as we ask our fellow Americans to take these risks, our government in turn must do everything possibl to ensure the maximum degree of safety possible for thm and other US citizens overseas. ",10,ForeignPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Shalikashvili, John and Perry, William",1,2000-08-10,1,0,WaPO,Army,,,M,The U.S. Military: Still the Best By Far,"In sum, we believe that the United States has the military force needed to protect the national interest and to sustain the U.S. position as the world's superpower. We also believe that this force superiority can be sustained at current budget levels…",10,BdgtWpnsTrps,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Odom, William",1,2000-08-11,1,0,WSJ,Army,,,M,Buchanan Has it Backwards on Globalization,"Do multinational corporations and globalization erode the sovereignty of the U.S.? Patrick Buchanan and the Reform Party think so. But the fledgling party, now in the middle of a disorganized California convention, has it backwards.",9,ForeignPolicy,,,,1,,The author is criticizing a position held by a Presidential candidate. ,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Sinnreich, Richard",1,2000-08-14,1,0,WaPO,Army,,,M,False Fights About Readiness,Army readiness has become something of a shell game.  ,6,Warfighting,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Odom, William",1,2000-08-20,1,0,NYT,Army,,,M,A Disaster Puts Putin in a Bind,"Whatever the technical causes of the sinking of the Kursk, the event confronts Mr. Putin with a political crisis. His allies in the military clearly helped him come to power, and this leaves the Russian president with some very difficult choices.",9,ForeignPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Owens, William",1,2000-09-01,1,0,NYT,Navy,,,M,The Wrong Argument About Readiness,Both the White House and the Republican Congress are responsible for this situation [of low readiness]. Our presidential candidates should address it. And the next administration and Congress should fix it. ,10,Warfighting,1,,,,,The author is urging Congress and the President to fix the military's readiness issues. ,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Krepinevich, Andrew",1,2000-09-01,1,0,WSJ,Army,,,M,Ready for the Wrong War,"In short, the glaring flaw in the U.S. military today is not its readiness, but its strategy. America's armed forces find themselves struggling to maintain readiness for increasingly unlikely conflicts, while short shrift is given to any preparation for emerging threats. The solution does not lie in throwing money at a flawed strategy. Instead we need a new strategy, with a determined focus on today's threats and tomorrow's challenges. We don't need a rich man's approach to defense, we need a thinking man's approach.",6,Warfighting,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Clark, Wesley",1,2000-09-08,1,0,WaPO,Army,,,M,Ready for What?,"We need a bipartisan consensus on America's role and strategy in the world. Then we need to direct that the armed forces be structured, equipped and trained for the missions expected. This means moving farther way from the Cold War force structures. It means lighter weight, more mobile forces and increased investment in high technology. It also means more efficient, streamlined training. And it probably means some additional funding and personnel.",10,Warfighting,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"McFarlane, Robert",0,2000-09-18,1,0,WaPO,Marine Corps,,,M,Vilifying Pakistan,…our country needs to engage both India and Pakistan in a sustained trialogue founded on goodwill and objectivity. ,5,ForeignPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Holloway, James",1,2000-10-06,1,0,WaPO,Navy,,,M,Pearl Harbor Scapegoat,"Americans have every right--in fact, a responsibility--to exact accountability from their military commanders. On the other hand, our concept of justice is that every citizen (even admirals) be accorded a fair trial, and that only those found guilty through a legal process be punished. For Adm. Kimmel, this is a judgment that Americans have yet to make.",10,Support,,,,,,,64,106,1999,0.777157183,0.658369565,23.2628297,34.056846,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Clark, Wesley",1,2000-12-08,0,0,WaPO,Army,,,M,Risking the Alliance,"We should make crystal clear to the Europeans that we accept our responsibilities as a European power. We should state unequivocally that we will be there with NATO whenever there is a security challenge in Europe. And the Europeans should make clear in word and deed that NATO is the security and defense instrument of first choice. NATO is not yet a ""relic of history."" Time is short, but it's not too late.",10,ForeignPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,29.3065918,32.3858915,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Odom, William",1,2000-12-13,0,0,WSJ,Army,,,M,The End of Glasnost,"Unfortunately, George W. Bush has spoken about Russia as if he would behave in the same enabling fashion as Mr. Clinton. Al Gore, of course, has shaped and supported Mr. Clinton's policy for eight years. The time has come, however, to adopt a new approach toward Russia.",9,ForeignPolicy,,,,,,,64,106,1999,0.777157183,0.658369565,29.3065918,32.3858915,56.69434,-0.3729108,0.13926853,0.4044089,0.14724464,-0.2949783,0.10910576,0.3631786,0.15041846,0.044131455,0.3621346,-0.056982222,0.3190512,-0.06323913,0.3797605,-0.220767857,0.3624381
"Shalakasvili, John",1,2001-01-06,0,0,WaPO,Army,,,M,The Test Ban Solution,"I urge the new administration and the Senate to reexamine the test ban treaty in light of the contributions it can make to strengthened U.S. leadership of a comprehensive nonproliferation strategy. We do not need nuclear test explosions now, and we do not want others conducting them. We have a wealth of knowledge gained from more than a thousand tests. Our nuclear arsenal is safe, reliable and effective.",10,ForeignPolicy,1,,,,1,The author is urging the Senate and the new administration to re-examine the nuclear test ban treaty. ,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"McFarlane, Robert",0,2001-04-10,0,0,WaPO,Marine Corps,,,M,Fueling a Revival,Russia is making clear its intention once more to become a superpower -- this time relying heavily on the power inherent in controlling vast energy resources….all of these matters are currently under review by the new administration.  The resultant global energy policy cannot come a moment too soon. ,5,ForeignPolicy,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Odom, William",1,2001-06-20,0,0,WSJ,Army,,,M,Macedonian Crisis Shows Need for NATO Expansion,"Equal audacity and speed is needed to finish making Europe whole and free with NATO enlargement. If the President wants to match his father's legacy, he can. ",9,ForeignPolicy,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Sinnreich, Richard",1,2001-07-05,0,0,WaPO,Army,,,M,Up-or-Out: It's No Be-All and End-All,"All this suggests that, by itself, ending up-or-out won't solve -- indeed, could magnify -- the military's manpower challenge. As Jeremiah himself notes, what really is required is a comprehensive military human resources strategy that attacks the entire personnel management problem, not just a piece of it.",6,ServiceCulture,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Clark, Wesley",1,2001-08-17,0,1,NYT,Army,,,M,A Month in Macedonia Will Not Be Enough,"If NATO is serious about making democracy work in this fractious corner of Europe, then Western forces need to enter as soon as possible, engage as broadly as possible and stay as long as necessary to restore peace. To do otherwise is to reawaken the ghosts of the 1990's that we have done so much to bury.",10,Warfighting,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Boyd, Charles",1,2001-09-12,0,1,WaPO,Air Force,,,M,Vulnerable to Hate,"We must not let that happen. While we now stand at what is certainly one of the saddest moments in American history, it is also one of the most dangerous. For it has the potential of changing what we do and who we are. These attacks must not lead us to abandon our principles, our national objectives or the leadership role that no other nation can now serve. We must not do the terrorists' work for them.",10,ForeignPolicy,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"McFarlane, Robert",0,2001-09-12,0,1,WaPO,Marine Corps,,,M,Get Them Where They Live,We have more than ample reason to take on terrorism in Afghanistan. A systemic approach is needed. The means of such an approach are at hand. We must get started. ,5,Warfighting,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"McFarlane, Robert",0,2001-11-02,0,1,WSJ,Marine Corps,,,M,The Tragedy of Abdul Haq,TBD,5,ForeignPolicy,,,,,,,66,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Clark, Wesley",1,2002-02-01,0,1,WaPO,Army,,,M,Neglected Allies,"It's time to stop the sterile theoretical debate over NATO's future and put our full efforts to shaping the institution to deal with the urgent tasks at hand. The war on terror, more than any 20th century conflict, requires strong allies for success. We have the mechanism at hand in NATO.",10,ForeignPolicy,,,,,,,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Owens, William and Weiss, Stanley",1,2002-02-07,0,1,NYT,Navy,,,M,An Indefensible Military Budget,We and all Americans can agree with the president that we must spend whatever it costs to defend our nation. But no amount will be enough if we cannot spend our military dollars more efficiently.,10,BdgtWpnsTrps,,,,,,,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Sullivan, Gordon",1,2002-05-16,0,1,WaPO,Army,,,M,Why We Need Crusader,"…Unless the Army is funded adequately to recapitalize existing systems and develop new weapons systems such as Crusader, with its proven technologies, is not certain we will be ready to win the nation's next war. ",10,BdgtWpnsTrps,,,,,,,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Habiger, Eugene and Perry, William and Nunn, Sam",1,2002-05-21,0,1,WaPO,Air Force,,,M,Still Missing: A Nuclear Strategy,"This week in Moscow, President Bush and President Vladimir Putin will sign a treaty reducing the number of U.S. and Russian long-range nuclear warheads over a 10-year time period. Reducing the numbers of nuclear weapons is vitally important and this is a strong step forward, but there is clearly more urgent work to be done.",10,ForeignPolicy,1,,,,,The authors are urging more action following a reduction in nuclear weapons agreed to by the US and Russia. ,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Odom, William",1,2002-06-12,0,1,WSJ,Army,,,M,Break up the FBI,"Given today's realities, prudence dictates going ahead with an NCS but also building safeguards. A bigger danger is Attorney General John Ashcroft returning powers to the FBI that were taken away in the 1970s because it had abused them. It couldn't catch spies when it had these powers before. Why should we believe that the FBI can use them to catch spies and terrorists today?",9,DomesticPolicy,,,,,,,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"Haig, Alexander",1,2002-08-29,0,1,WaPO,Army,,,M,"On Invading Iraq: Less Talk, More Unity","Ultimately, an American foreign policy, or, for that matter, an international order that allows a country such as Iraq to acquire weapons of mass destruction while violating solemn agreements, is a guarantee of a world on the edge of greater terrors to come.",10,ForeignPolicy,,,,,,,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"McInerney, Thomas",1,2002-10-11,0,1,WSJ,Air Force,,,M,Liberation Blitz,Our objectives are as follows: Help the Iraqi people liberate Iraq; eliminate weapons of mass destruction and production facilities; protect economic and infrastructure targets; identify and terminate terrorism connections; and set up an interim government that will establish the process for a long-term stable and democratic Iraq.,9,Warfighting,,,,,,,79,107,2001,0.786680931,0.66312,29.3065918,32.3858915,59.62502,-0.3768738,0.13515423,0.409943,0.14678133,-0.29464,0.11561844,0.36804,0.15024293,0.039621495,0.3541895,-0.029057018,0.3101292,-0.04152,0.384458,-0.19752,0.3616237
"McInerney, Thomas",1,2003-01-21,0,1,WSJ,Air Force,,,M,Friendly Fire: From Tragedy to Justice,"A tragic mistake was made and four brave Canadian soldiers were killed and eight injured. We -- and they -- are entitled to a full and fair accounting by our military authorities. Trying this case in the media would be a great injustice to both men, and to the service to which they belong.",9,Warfighting,,,,,,,82,108,2003,0.793021562,0.650133578,29.3065918,32.3858915,59.62502,-0.3762644,0.13327177,0.4167965,0.1434125,-0.2918542,0.11094718,0.3581569,0.13382352,0.047485577,0.3555709,-0.010489177,0.2898697,-0.040895833,0.3906984,-0.187960784,0.3210607
"Shalikashvili, John and Carter, Ash and Perry, William",1,2003-02-06,0,1,WSJ,Army,,,M,A Scary Thought: Loose Nukes in North Korea,"Our position in that diplomacy must be clear: We require the complete and verifiable elimination of North Korea's nuclear and missile programs. One thing we can offer in return is not something tangible, but something that North Korea might value highly: a formal pledge that the U.S. does not have hostile intent against North Korea. Much as we object to North Korea's treatment of its people, we do not plan to go to war to change it. We can live in peace. Only the U.S. can make this pledge, which is why direct talks are required.",10,ForeignPolicy,,,,,,,82,108,2003,0.793021562,0.650133578,29.3065918,32.3858915,59.62502,-0.3762644,0.13327177,0.4167965,0.1434125,-0.2918542,0.11094718,0.3581569,0.13382352,0.047485577,0.3555709,-0.010489177,0.2898697,-0.040895833,0.3906984,-0.187960784,0.3210607
"Blair, Dennis and Reeder, Joe",1,2003-03-22,0,1,WaPO,Navy,,,M,A Multicultural Military,"One vital requirement of the American military -- one we cannot afford to lose sight of in peace or war -- is a highly qualified, racially diverse officer corps that is educated and trained to command America's racially diverse enlisted ranks. A cohesive officer corps is essential to the military's ability to protect national security. This is not an abstract academic goal, it is a combat imperative. That is why the outcome of the University of Michigan affirmative action cases now before the Supreme Court is so important to us. It will, inevitably, have a powerful effect on the ability of our fighting forces to fulfill their vital mission.",10,DomesticPolicy,,,,,,The authors tie a pending Supreme Court Decision regarding affirmative action to military readiness.,82,108,2003,0.793021562,0.650133578,29.3065918,32.3858915,59.62502,-0.3762644,0.13327177,0.4167965,0.1434125,-0.2918542,0.11094718,0.3581569,0.13382352,0.047485577,0.3555709,-0.010489177,0.2898697,-0.040895833,0.3906984,-0.187960784,0.3210607
"Hoar, Joseph",1,2003-04-02,0,1,NYT,Marine Corps,,,M,Why Aren't There Enough Troops in Iraq,"The fact is that more ground troops are needed. And more ground troops are on the way. The relevant questions are these: Will this second infusion be sufficient, and why weren't these troops there when the war started?",10,Warfighting,,,,,,,82,108,2003,0.793021562,0.650133578,29.3065918,32.3858915,59.62502,-0.3762644,0.13327177,0.4167965,0.1434125,-0.2918542,0.11094718,0.3581569,0.13382352,0.047485577,0.3555709,-0.010489177,0.2898697,-0.040895833,0.3906984,-0.187960784,0.3210607
"McPeak, Merrill",1,2003-04-02,0,1,NYT,Air Force,,,M,Shock and Pause,"The key is, and has always been, Baghdad. Our reception there, whether they throw bouquets or hand grenades, will determine our success or failure in the days ahead. Taking a pause was the right thing to do",10,Warfighting,,,,,,,82,108,2003,0.793021562,0.650133578,29.3065918,32.3858915,59.62502,-0.3762644,0.13327177,0.4167965,0.1434125,-0.2918542,0.11094718,0.3581569,0.13382352,0.047485577,0.3555709,-0.010489177,0.2898697,-0.040895833,0.3906984,-0.187960784,0.3210607
